,source,target,type
6172,A334,B1,Both
6173,A75,B791,Both
6174,A451,B221,Both
6175,A555,B908,Both
6176,A628,B408,Both
6177,A389,B164,Both
6178,A969,B284,Both
6179,A933,B731,Both
6180,A150,B733,Both
6181,A83,B217,Both
6182,A828,B726,Both
6183,A476,B619,Both
6184,A280,B560,Both
6185,A984,B469,Both
6186,A302,B282,Both
6187,A604,B885,Both
6188,A198,B257,Both
6189,A449,B272,Both
6190,A143,B272,Both
6191,A992,B168,Both
6192,A583,B623,Both
6193,A841,B955,Both
6194,A741,B876,Both
6195,A992,B570,Both
6196,A411,B630,Both
6197,A100,B145,Both
6198,A475,B40,Both
6199,A48,B714,Both
6200,A954,B343,Both
6201,A136,B764,Both
6202,A561,B219,Both
6203,A702,B97,Both
6204,A379,B24,Both
6205,A913,B135,Both
6206,A57,B942,Both
6207,A33,B766,Both
6208,A460,B109,Both
6209,A968,B511,Both
6210,A275,B901,Both
6211,A661,B821,Both
6212,A648,B850,Both
6213,A30,B855,Both
6214,A667,B790,Both
6215,A544,B921,Both
6216,A61,B194,Both
6217,A181,B815,Both
6218,A416,B264,Both
6219,A697,B743,Both
6220,A967,B7,Both
6221,A264,B338,Both
6222,A531,B371,Both
6223,A857,B519,Both
6224,A172,B97,Both
6225,A832,B55,Both
6226,A944,B876,Both
6227,A763,B191,Both
6228,A235,B612,Both
6229,A478,B397,Both
6230,A899,B811,Both
6231,A952,B977,Both
6232,A202,B931,Both
6233,A933,B934,Both
6234,A63,B201,Both
6235,A224,B656,Both
6236,A441,B806,Both
6237,A373,B860,Both
6238,A428,B560,Both
6239,A675,B251,Both
6240,A406,B676,Both
6241,A605,B542,Both
6242,A345,B4,Both
6243,A631,B913,Both
6244,A560,B451,Both
6245,A75,B818,Both
6246,A29,B221,Both
6247,A465,B739,Both
6248,A806,B422,Both
6249,A284,B935,Both
6250,A250,B718,Both
6251,A430,B744,Both
6252,A808,B597,Both
6253,A872,B25,Both
6254,A372,B781,Both
6255,A596,B469,Both
6256,A175,B932,Both
6257,A669,B190,Both
6258,A576,B615,Both
6259,A459,B350,Both
6260,A924,B593,Both
6261,A60,B163,Both
6262,A172,B319,Both
6263,A418,B565,Both
6264,A80,B778,Both
6265,A307,B272,Both
6266,A749,B459,Both
6267,A821,B145,Both
6268,A312,B651,Both
6269,A421,B803,Both
6270,A52,B800,Both
6271,A464,B973,Both
6272,A967,B746,Both
6273,A764,B402,Both
6274,A267,B751,Both
6275,A58,B163,Both
6276,A252,B538,Both
6277,A617,B764,Both
6278,A315,B411,Both
6279,A827,B914,Both
6280,A558,B246,Both
6281,A96,B953,Both
6282,A959,B786,Both
6283,A437,B581,Both
6284,A534,B987,Both
6285,A423,B21,Both
6286,A328,B177,Both
6287,A131,B954,Both
6288,A802,B304,Both
6289,A309,B530,Both
6290,A793,B467,Both
6291,A830,B822,Both
6292,A108,B375,Both
6293,A57,B992,Both
6294,A780,B270,Both
6295,A128,B764,Both
6296,A439,B736,Both
6297,A920,B820,Both
6298,A812,B211,Both
6299,A628,B649,Both
6300,A435,B288,Both
6301,A698,B726,Both
6302,A494,B897,Both
6303,A586,B380,Both
6304,A652,B983,Both
6305,A454,B772,Both
6306,A275,B389,Both
6307,A495,B615,Both
6308,A411,B472,Both
6309,A316,B971,Both
6310,A596,B155,Both
6311,A386,B990,Both
6312,A753,B586,Both
6313,A9,B631,Both
6314,A787,B782,Both
6315,A323,B588,Both
6316,A157,B113,Both
6317,A182,B992,Both
6318,A462,B362,Both
6319,A322,B479,Both
6320,A538,B840,Both
6321,A978,B181,Both
6322,A590,B975,Both
6323,A446,B677,Both
6324,A426,B545,Both
6325,A347,B873,Both
6326,A957,B364,Both
6327,A69,B703,Both
6328,A699,B929,Both
6329,A96,B642,Both
6330,A250,B277,Both
6331,A614,B709,Both
6332,A634,B73,Both
6333,A889,B663,Both
6334,A632,B377,Both
6335,A381,B642,Both
6336,A667,B620,Both
6337,A530,B342,Both
6338,A574,B808,Both
6339,A2,B540,Both
6340,A720,B938,Both
6341,A183,B70,Both
6342,A117,B744,Both
6343,A233,B280,Both
6344,A564,B940,Both
6345,A190,B435,Both
6346,A140,B258,Both
6347,A503,B259,Both
6348,A651,B358,Both
6349,A202,B386,Both
6350,A748,B953,Both
6351,A454,B383,Both
6352,A114,B33,Both
6353,A872,B893,Both
6354,A694,B180,Both
6355,A113,B889,Both
6356,A867,B11,Both
6357,A576,B718,Both
6358,A394,B252,Both
6359,A463,B109,Both
6360,A153,B690,Both
6361,A856,B220,Both
6362,A73,B563,Both
6363,A275,B28,Both
6364,A676,B689,Both
6365,A13,B791,Both
6366,A621,B372,Both
6367,A266,B467,Both
6368,A892,B92,Both
6369,A916,B235,Both
6370,A435,B423,Both
6371,A595,B718,Both
6372,A768,B264,Both
6373,A448,B837,Both
6374,A151,B697,Both
6375,A564,B777,Both
6376,A87,B198,Both
6377,A956,B882,Both
6378,A254,B44,Both
6379,A410,B704,Both
6380,A895,B371,Both
6381,A979,B780,Both
6382,A500,B88,Both
6383,A916,B273,Both
6384,A994,B720,Both
6385,A81,B912,Both
6386,A998,B676,Both
6387,A772,B908,Both
6388,A311,B45,Both
6389,A178,B878,Both
6390,A520,B810,Both
6391,A438,B806,Both
6392,A35,B160,Both
6393,A558,B783,Both
6394,A259,B925,Both
6395,A753,B72,Both
6396,A488,B241,Both
6397,A675,B637,Both
6398,A357,B175,Both
6399,A922,B536,Both
6400,A560,B65,Both
6401,A602,B242,Both
6402,A853,B651,Both
6403,A659,B818,Both
6404,A373,B446,Both
6405,A61,B464,Both
6406,A942,B693,Both
6407,A73,B261,Both
6408,A621,B883,Both
6409,A872,B172,Both
6410,A669,B528,Both
6411,A737,B801,Both
6412,A142,B61,Both
6413,A136,B468,Both
6414,A618,B888,Both
6415,A73,B285,Both
6416,A538,B542,Both
6417,A204,B964,Both
6418,A724,B547,Both
6419,A1,B82,Both
6420,A31,B197,Both
6421,A602,B424,Both
6422,A601,B237,Both
6423,A362,B89,Both
6424,A598,B554,Both
6425,A145,B832,Both
6426,A79,B197,Both
6427,A204,B486,Both
6428,A681,B614,Both
6429,A689,B785,Both
6430,A790,B206,Both
6431,A402,B988,Both
6432,A88,B374,Both
6433,A70,B334,Both
6434,A432,B897,Both
6435,A740,B244,Both
6436,A526,B848,Both
6437,A949,B644,Both
6438,A670,B256,Both
6439,A422,B440,Both
6440,A963,B61,Both
6441,A759,B771,Both
6442,A609,B374,Both
6443,A322,B808,Both
6444,A457,B669,Both
6445,A555,B754,Both
6446,A721,B264,Both
6447,A75,B156,Both
6448,A72,B685,Both
6449,A69,B33,Both
6450,A816,B802,Both
6451,A98,B584,Both
6452,A392,B97,Both
6453,A737,B906,Both
6454,A72,B912,Both
6455,A90,B754,Both
6456,A683,B289,Both
6457,A703,B39,Both
6458,A948,B325,Both
6459,A641,B724,Both
6460,A99,B521,Both
6461,A448,B607,Both
6462,A765,B941,Both
6463,A254,B375,Both
6464,A453,B463,Both
6465,A969,B37,Both
6466,A745,B953,Both
6467,A748,B596,Both
6468,A765,B148,Both
6469,A174,B795,Both
6470,A238,B685,Both
6471,A26,B653,Both
6472,A323,B512,Both
6473,A749,B291,Both
6474,A370,B292,Both
6475,A284,B242,Both
6476,A997,B203,Both
6477,A408,B953,Both
6478,A826,B355,Both
6479,A473,B971,Both
6480,A734,B984,Both
6481,A24,B861,Both
6482,A418,B59,Both
6483,A194,B223,Both
6484,A569,B598,Both
6485,A809,B46,Both
6486,A796,B193,Both
6487,A590,B8,Both
6488,A344,B829,Both
6489,A180,B277,Both
6490,A659,B432,Both
6491,A945,B852,Both
6492,A103,B955,Both
6493,A58,B517,Both
6494,A869,B797,Both
6495,A977,B230,Both
6496,A96,B842,Both
6497,A948,B78,Both
6498,A535,B283,Both
6499,A315,B693,Both
6500,A677,B220,Both
6501,A280,B532,Both
6502,A141,B554,Both
6503,A550,B930,Both
6504,A629,B486,Both
6505,A694,B496,Both
6506,A140,B34,Both
6507,A565,B786,Both
6508,A234,B68,Both
6509,A365,B280,Both
6510,A193,B481,Both
6511,A553,B38,Both
6512,A400,B907,Both
6513,A949,B153,Both
6514,A780,B986,Both
6515,A451,B199,Both
6516,A801,B657,Both
6517,A815,B562,Both
6518,A819,B68,Both
6519,A296,B891,Both
6520,A804,B416,Both
6521,A878,B209,Both
6522,A71,B82,Both
6523,A113,B166,Both
6524,A483,B339,Both
6525,A713,B449,Both
6526,A795,B545,Both
6527,A58,B689,Both
6528,A505,B540,Both
6529,A210,B611,Both
6530,A926,B723,Both
6531,A154,B510,Both
6532,A265,B566,Both
6533,A418,B172,Both
6534,A47,B788,Both
6535,A206,B435,Both
6536,A169,B783,Both
6537,A65,B570,Both
6538,A457,B358,Both
6539,A943,B307,Both
6540,A104,B893,Both
6541,A889,B514,Both
6542,A808,B840,Both
6543,A329,B462,Both
6544,A58,B794,Both
6545,A360,B95,Both
6546,A403,B843,Both
6547,A711,B109,Both
6548,A507,B905,Both
6549,A523,B648,Both
6550,A263,B461,Both
6551,A244,B662,Both
6552,A433,B143,Both
6553,A576,B919,Both
6554,A213,B879,Both
6555,A776,B329,Both
6556,A997,B422,Both
6557,A447,B636,Both
6558,A693,B273,Both
6559,A562,B118,Both
6560,A387,B386,Both
6561,A323,B973,Both
6562,A985,B515,Both
6563,A305,B533,Both
6564,A833,B130,Both
6565,A618,B297,Both
6566,A253,B663,Both
6567,A57,B354,Both
6568,A124,B703,Both
6569,A438,B68,Both
6570,A888,B712,Both
6571,A207,B930,Both
6572,A829,B136,Both
6573,A563,B686,Both
6574,A499,B488,Both
6575,A679,B476,Both
6576,A687,B247,Both
6577,A826,B770,Both
6578,A532,B115,Both
6579,A333,B739,Both
6580,A603,B655,Both
6581,A801,B108,Both
6582,A733,B934,Both
6583,A407,B575,Both
6584,A79,B890,Both
6585,A805,B506,Both
6586,A527,B70,Both
6587,A168,B111,Both
6588,A511,B13,Both
6589,A288,B957,Both
6590,A801,B103,Both
6591,A466,B254,Both
6592,A759,B755,Both
6593,A131,B115,Both
6594,A844,B278,Both
6595,A960,B443,Both
6596,A270,B694,Both
6597,A299,B325,Both
6598,A245,B62,Both
6599,A478,B550,Both
6600,A816,B474,Both
6601,A237,B123,Both
6602,A528,B215,Both
6603,A551,B864,Both
6604,A520,B23,Both
6605,A916,B514,Both
6606,A237,B206,Both
6607,A396,B491,Both
6608,A9,B874,Both
6609,A324,B791,Both
6610,A582,B76,Both
6611,A647,B547,Both
6612,A358,B273,Both
6613,A566,B576,Both
6614,A149,B425,Both
6615,A549,B449,Both
6616,A533,B93,Both
6617,A88,B195,Both
6618,A300,B93,Both
6619,A918,B546,Both
6620,A263,B909,Both
6621,A815,B97,Both
6622,A137,B584,Both
6623,A341,B375,Both
6624,A278,B791,Both
6625,A600,B589,Both
6626,A587,B432,Both
6627,A489,B705,Both
6628,A601,B414,Both
6629,A988,B918,Both
6630,A26,B739,Both
6631,A365,B746,Both
6632,A598,B751,Both
6633,A446,B433,Both
6634,A666,B322,Both
6635,A984,B523,Both
6636,A203,B756,Both
6637,A803,B555,Both
6638,A652,B859,Both
6639,A701,B498,Both
6640,A678,B447,Both
6641,A988,B679,Both
6642,A411,B539,Both
6643,A11,B552,Both
6644,A573,B144,Both
6645,A357,B2,Both
6646,A660,B189,Both
6647,A124,B467,Both
6648,A154,B452,Both
6649,A249,B514,Both
6650,A149,B342,Both
6651,A889,B234,Both
6652,A219,B542,Both
6653,A509,B403,Both
6654,A392,B14,Both
6655,A709,B959,Both
6656,A273,B117,Both
6657,A81,B201,Both
6658,A874,B263,Both
6659,A538,B860,Both
6660,A882,B175,Both
6661,A27,B477,Both
6662,A829,B626,Both
6663,A93,B214,Both
6664,A414,B385,Both
6665,A652,B435,Both
6666,A783,B278,Both
6667,A269,B561,Both
6668,A321,B247,Both
6669,A272,B92,Both
6670,A335,B126,Both
6671,A946,B212,Both
6672,A274,B885,Both
6673,A842,B183,Both
6674,A987,B219,Both
6675,A181,B529,Both
6676,A180,B995,Both
6677,A481,B504,Both
6678,A974,B487,Both
6679,A861,B758,Both
6680,A632,B128,Both
6681,A166,B490,Both
6682,A3,B142,Both
6683,A858,B930,Both
6684,A889,B220,Both
6685,A677,B893,Both
6686,A704,B905,Both
6687,A206,B797,Both
6688,A202,B390,Both
6689,A46,B323,Both
6690,A788,B525,Both
6691,A66,B815,Both
6692,A267,B436,Both
6693,A425,B932,Both
6694,A686,B524,Both
6695,A933,B352,Both
6696,A259,B448,Both
6697,A137,B618,Both
6698,A418,B824,Both
6699,A170,B993,Both
6700,A526,B730,Both
6701,A347,B474,Both
6702,A375,B68,Both
6703,A676,B286,Both
6704,A724,B116,Both
6705,A769,B772,Both
6706,A811,B13,Both
6707,A710,B773,Both
6708,A73,B213,Both
6709,A781,B534,Both
6710,A559,B238,Both
6711,A557,B64,Both
6712,A912,B553,Both
6713,A562,B529,Both
6714,A505,B193,Both
6715,A797,B710,Both
6716,A337,B869,Both
6717,A512,B362,Both
6718,A260,B883,Both
6719,A26,B671,Both
6720,A700,B296,Both
6721,A277,B234,Both
6722,A47,B703,Both
6723,A878,B604,Both
6724,A673,B230,Both
6725,A26,B677,Both
6726,A578,B290,Both
6727,A0,B768,Both
6728,A460,B648,Both
6729,A712,B452,Both
6730,A588,B606,Both
6731,A796,B654,Both
6732,A707,B252,Both
6733,A720,B543,Both
6734,A186,B553,Both
6735,A811,B195,Both
6736,A827,B740,Both
6737,A570,B977,Both
6738,A690,B322,Both
6739,A348,B376,Both
6740,A93,B50,Both
6741,A497,B268,Both
6742,A232,B383,Both
6743,A697,B919,Both
6744,A821,B343,Both
6745,A900,B538,Both
6746,A815,B411,Both
6747,A507,B766,Both
6748,A744,B171,Both
6749,A320,B942,Both
6750,A478,B197,Both
6751,A813,B726,Both
6752,A898,B665,Both
6753,A32,B294,Both
6754,A14,B904,Both
6755,A382,B365,Both
6756,A870,B418,Both
6757,A133,B777,Both
6758,A330,B128,Both
6759,A397,B922,Both
6760,A769,B500,Both
6761,A650,B854,Both
6762,A886,B135,Both
6763,A166,B65,Both
6764,A901,B56,Both
6765,A232,B764,Both
6766,A964,B721,Both
6767,A987,B407,Both
6768,A497,B493,Both
6769,A594,B486,Both
6770,A792,B788,Both
6771,A232,B204,Both
6772,A641,B859,Both
6773,A924,B568,Both
6774,A6,B242,Both
6775,A869,B351,Both
6776,A754,B227,Both
6777,A985,B292,Both
6778,A116,B444,Both
6779,A691,B898,Both
6780,A272,B626,Both
6781,A305,B487,Both
6782,A430,B69,Both
6783,A946,B255,Both
6784,A340,B99,Both
6785,A786,B775,Both
6786,A781,B47,Both
6787,A701,B298,Both
6788,A874,B263,Both
6789,A970,B983,Both
6790,A302,B123,Both
6791,A846,B848,Both
6792,A440,B940,Both
6793,A837,B843,Both
6794,A707,B339,Both
6795,A232,B679,Both
6796,A216,B569,Both
6797,A513,B248,Both
6798,A148,B529,Both
6799,A857,B418,Both
6800,A258,B768,Both
6801,A872,B408,Both
6802,A589,B356,Both
6803,A154,B276,Both
6804,A269,B528,Both
6805,A704,B799,Both
6806,A238,B207,Both
6807,A467,B766,Both
6808,A252,B477,Both
6809,A56,B301,Both
6810,A354,B808,Both
6811,A499,B846,Both
6812,A803,B683,Both
6813,A182,B600,Both
6814,A481,B434,Both
6815,A435,B364,Both
6816,A988,B612,Both
6817,A235,B513,Both
6818,A342,B797,Both
6819,A899,B825,Both
6820,A463,B765,Both
6821,A733,B816,Both
6822,A578,B167,Both
6823,A492,B919,Both
6824,A383,B539,Both
6825,A353,B794,Both
6826,A234,B230,Both
6827,A170,B938,Both
6828,A359,B205,Both
6829,A563,B665,Both
6830,A146,B681,Both
6831,A183,B488,Both
6832,A152,B934,Both
6833,A952,B478,Both
6834,A294,B839,Both
6835,A377,B425,Both
6836,A163,B218,Both
6837,A494,B586,Both
6838,A443,B755,Both
6839,A673,B69,Both
6840,A381,B280,Both
6841,A531,B29,Both
6842,A674,B964,Both
6843,A330,B634,Both
6844,A483,B532,Both
6845,A103,B854,Both
6846,A543,B421,Both
6847,A688,B229,Both
6848,A890,B294,Both
6849,A522,B229,Both
6850,A770,B522,Both
6851,A361,B235,Both
6852,A869,B962,Both
6853,A957,B41,Both
6854,A950,B302,Both
6855,A251,B191,Both
6856,A205,B930,Both
6857,A312,B850,Both
6858,A1,B803,Both
6859,A486,B747,Both
6860,A397,B643,Both
6861,A478,B0,Both
6862,A46,B671,Both
6863,A514,B280,Both
6864,A243,B21,Both
6865,A142,B68,Both
6866,A329,B630,Both
6867,A953,B455,Both
6868,A475,B200,Both
6869,A390,B20,Both
6870,A266,B482,Both
6871,A81,B722,Both
6872,A69,B107,Both
6873,A17,B282,Both
6874,A815,B15,Both
6875,A619,B626,Both
6876,A866,B244,Both
6877,A435,B262,Both
6878,A893,B867,Both
6879,A720,B49,Both
6880,A730,B807,Both
6881,A235,B455,Both
6882,A990,B209,Both
6883,A593,B208,Both
6884,A191,B676,Both
6885,A295,B696,Both
6886,A773,B655,Both
6887,A569,B8,Both
6888,A258,B626,Both
6889,A776,B388,Both
6890,A26,B133,Both
6891,A485,B961,Both
6892,A853,B553,Both
6893,A446,B730,Both
6894,A686,B772,Both
6895,A194,B122,Both
6896,A144,B120,Both
6897,A237,B973,Both
6898,A667,B720,Both
6899,A337,B77,Both
6900,A605,B799,Both
6901,A329,B146,Both
6902,A568,B762,Both
6903,A545,B420,Both
6904,A138,B402,Both
6905,A366,B532,Both
6906,A854,B915,Both
6907,A791,B666,Both
6908,A747,B915,Both
6909,A316,B231,Both
6910,A980,B836,Both
6911,A513,B295,Both
6912,A680,B718,Both
6913,A399,B492,Both
6914,A207,B825,Both
6915,A990,B649,Both
6916,A250,B125,Both
6917,A373,B607,Both
6918,A25,B899,Both
6919,A797,B420,Both
6920,A774,B478,Both
6921,A83,B238,Both
6922,A572,B201,Both
6923,A787,B622,Both
6924,A3,B374,Both
6925,A149,B87,Both
6926,A899,B869,Both
6927,A179,B600,Both
6928,A793,B599,Both
6929,A831,B925,Both
6930,A68,B843,Both
6931,A794,B574,Both
6932,A360,B609,Both
6933,A862,B860,Both
6934,A17,B373,Both
6935,A74,B116,Both
6936,A288,B761,Both
6937,A698,B23,Both
6938,A57,B566,Both
6939,A296,B765,Both
6940,A566,B734,Both
6941,A460,B437,Both
6942,A378,B3,Both
6943,A368,B223,Both
6944,A45,B756,Both
6945,A892,B626,Both
6946,A476,B187,Both
6947,A310,B726,Both
6948,A799,B414,Both
6949,A293,B3,Both
6950,A43,B757,Both
6951,A981,B919,Both
6952,A415,B999,Both
6953,A444,B56,Both
6954,A892,B761,Both
6955,A618,B331,Both
6956,A873,B905,Both
6957,A402,B162,Both
6958,A133,B584,Both
6959,A698,B467,Both
6960,A707,B554,Both
6961,A862,B244,Both
6962,A679,B18,Both
6963,A52,B795,Both
6964,A615,B232,Both
6965,A924,B341,Both
6966,A663,B335,Both
6967,A702,B515,Both
6968,A821,B325,Both
6969,A247,B966,Both
6970,A184,B383,Both
6971,A143,B771,Both
6972,A925,B762,Both
6973,A455,B734,Both
6974,A260,B706,Both
6975,A491,B66,Both
6976,A844,B47,Both
6977,A597,B396,Both
6978,A786,B64,Both
6979,A950,B548,Both
6980,A581,B988,Both
6981,A120,B7,Both
6982,A674,B983,Both
6983,A32,B494,Both
6984,A665,B724,Both
6985,A378,B198,Both
6986,A233,B284,Both
6987,A604,B357,Both
6988,A600,B496,Both
6989,A240,B512,Both
6990,A802,B506,Both
6991,A407,B519,Both
6992,A551,B299,Both
6993,A535,B202,Both
6994,A998,B593,Both
6995,A871,B223,Both
6996,A473,B65,Both
6997,A582,B795,Both
6998,A153,B266,Both
6999,A12,B22,Both
7000,A765,B233,Both
7001,A492,B899,Both
7002,A451,B704,Both
7003,A429,B38,Both
7004,A622,B399,Both
7005,A647,B651,Both
7006,A63,B137,Both
7007,A984,B265,Both
7008,A99,B392,Both
7009,A795,B254,Both
7010,A235,B218,Both
7011,A868,B393,Both
7012,A220,B744,Both
7013,A555,B772,Both
7014,A447,B152,Both
7015,A438,B361,Both
7016,A7,B939,Both
7017,A604,B85,Both
7018,A787,B834,Both
7019,A785,B156,Both
7020,A819,B953,Both
7021,A870,B6,Both
7022,A486,B179,Both
7023,A356,B446,Both
7024,A966,B195,Both
7025,A543,B634,Both
7026,A26,B995,Both
7027,A80,B792,Both
7028,A788,B660,Both
7029,A948,B511,Both
7030,A805,B31,Both
7031,A265,B404,Both
7032,A669,B847,Both
7033,A415,B268,Both
7034,A440,B635,Both
7035,A373,B387,Both
7036,A6,B588,Both
7037,A441,B553,Both
7038,A673,B963,Both
7039,A999,B697,Both
7040,A350,B722,Both
7041,A60,B822,Both
7042,A441,B871,Both
7043,A329,B57,Both
7044,A437,B281,Both
7045,A396,B858,Both
7046,A412,B114,Both
7047,A288,B59,Both
7048,A36,B857,Both
7049,A800,B507,Both
7050,A119,B597,Both
7051,A618,B176,Both
7052,A900,B471,Both
7053,A859,B588,Both
7054,A918,B162,Both
7055,A965,B831,Both
7056,A251,B787,Both
7057,A721,B542,Both
7058,A829,B412,Both
7059,A924,B90,Both
7060,A343,B577,Both
7061,A377,B85,Both
7062,A943,B131,Both
7063,A632,B194,Both
7064,A367,B947,Both
7065,A88,B130,Both
7066,A684,B365,Both
7067,A922,B112,Both
7068,A708,B395,Both
7069,A333,B321,Both
7070,A91,B494,Both
7071,A310,B487,Both
7072,A605,B923,Both
7073,A116,B261,Both
7074,A820,B744,Both
7075,A841,B535,Both
7076,A739,B564,Both
7077,A273,B622,Both
7078,A390,B886,Both
7079,A767,B146,Both
7080,A639,B36,Both
7081,A677,B400,Both
7082,A576,B834,Both
7083,A745,B858,Both
7084,A755,B477,Both
7085,A217,B434,Both
7086,A267,B45,Both
7087,A167,B189,Both
7088,A884,B736,Both
7089,A824,B416,Both
7090,A327,B696,Both
7091,A243,B628,Both
7092,A333,B690,Both
7093,A887,B665,Both
7094,A45,B399,Both
7095,A142,B18,Both
7096,A710,B801,Both
7097,A749,B104,Both
7098,A542,B256,Both
7099,A324,B66,Both
7100,A501,B171,Both
7101,A11,B740,Both
7102,A48,B669,Both
7103,A352,B935,Both
7104,A919,B571,Both
7105,A807,B895,Both
7106,A221,B239,Both
7107,A573,B193,Both
7108,A18,B348,Both
7109,A238,B310,Both
7110,A22,B583,Both
7111,A140,B246,Both
7112,A853,B696,Both
7113,A544,B750,Both
7114,A185,B914,Both
7115,A417,B77,Both
7116,A117,B827,Both
7117,A277,B768,Both
7118,A561,B100,Both
7119,A100,B701,Both
7120,A12,B78,Both
7121,A184,B793,Both
7122,A333,B35,Both
7123,A254,B840,Both
7124,A912,B458,Both
7125,A918,B214,Both
7126,A576,B821,Both
7127,A420,B40,Both
7128,A317,B0,Both
7129,A619,B355,Both
7130,A330,B20,Both
7131,A639,B931,Both
7132,A826,B33,Both
7133,A607,B778,Both
7134,A76,B826,Both
7135,A11,B785,Both
7136,A670,B710,Both
7137,A989,B630,Both
7138,A520,B958,Both
7139,A103,B925,Both
7140,A601,B607,Both
7141,A481,B972,Both
7142,A604,B901,Both
7143,A722,B211,Both
7144,A719,B861,Both
7145,A497,B696,Both
7146,A750,B829,Both
7147,A573,B671,Both
7148,A647,B83,Both
7149,A473,B49,Both
7150,A737,B144,Both
7151,A40,B893,Both
7152,A43,B875,Both
7153,A121,B952,Both
7154,A195,B155,Both
7155,A836,B321,Both
7156,A599,B865,Both
7157,A854,B547,Both
7158,A657,B968,Both
7159,A875,B253,Both
7160,A182,B132,Both
7161,A743,B110,Both
7162,A816,B141,Both
7163,A522,B588,Both
7164,A597,B526,Both
7165,A858,B821,Both
7166,A984,B283,Both
7167,A817,B612,Both
7168,A698,B22,Both
7169,A140,B595,Both
7170,A768,B624,Both
7171,A885,B615,Both
7172,A973,B201,Both
7173,A654,B377,Both
7174,A237,B278,Both
7175,A264,B471,Both
7176,A604,B456,Both
7177,A600,B685,Both
7178,A480,B533,Both
7179,A300,B714,Both
7180,A383,B700,Both
7181,A457,B961,Both
7182,A587,B743,Both
7183,A478,B501,Both
7184,A781,B532,Both
7185,A489,B57,Both
7186,A91,B739,Both
7187,A657,B505,Both
7188,A754,B779,Both
7189,A879,B48,Both
7190,A82,B290,Both
7191,A906,B14,Both
7192,A274,B632,Both
7193,A911,B75,Both
7194,A523,B38,Both
7195,A248,B562,Both
7196,A546,B735,Both
7197,A644,B568,Both
7198,A288,B299,Both
7199,A30,B244,Both
7200,A836,B896,Both
7201,A202,B787,Both
7202,A402,B644,Both
7203,A994,B760,Both
7204,A170,B137,Both
7205,A530,B475,Both
7206,A157,B783,Both
7207,A777,B36,Both
7208,A851,B491,Both
7209,A802,B255,Both
7210,A910,B860,Both
7211,A184,B895,Both
7212,A685,B337,Both
7213,A867,B647,Both
7214,A266,B549,Both
7215,A583,B218,Both
7216,A967,B307,Both
7217,A758,B900,Both
7218,A774,B170,Both
7219,A298,B988,Both
7220,A877,B572,Both
7221,A228,B972,Both
7222,A873,B775,Both
7223,A732,B345,Both
7224,A143,B136,Both
7225,A370,B340,Both
7226,A887,B877,Both
7227,A880,B319,Both
7228,A382,B203,Both
7229,A240,B494,Both
7230,A658,B507,Both
7231,A167,B577,Both
7232,A81,B594,Both
7233,A280,B60,Both
7234,A111,B371,Both
7235,A99,B563,Both
7236,A644,B757,Both
7237,A922,B463,Both
7238,A188,B591,Both
7239,A499,B922,Both
7240,A742,B119,Both
7241,A492,B396,Both
7242,A70,B533,Both
7243,A505,B34,Both
7244,A908,B889,Both
7245,A205,B52,Both
7246,A322,B332,Both
7247,A688,B672,Both
7248,A170,B194,Both
7249,A32,B777,Both
7250,A556,B473,Both
7251,A990,B794,Both
7252,A75,B812,Both
7253,A380,B494,Both
7254,A341,B187,Both
7255,A7,B445,Both
7256,A522,B539,Both
7257,A747,B347,Both
7258,A744,B154,Both
7259,A544,B312,Both
7260,A81,B405,Both
7261,A118,B300,Both
7262,A457,B280,Both
7263,A481,B754,Both
7264,A820,B431,Both
7265,A444,B637,Both
7266,A994,B937,Both
7267,A855,B588,Both
7268,A262,B172,Both
7269,A52,B872,Both
7270,A7,B729,Both
7271,A125,B102,Both
7272,A145,B60,Both
7273,A842,B536,Both
7274,A210,B188,Both
7275,A682,B777,Both
7276,A306,B979,Both
7277,A716,B23,Both
7278,A226,B383,Both
7279,A567,B235,Both
7280,A688,B460,Both
7281,A371,B674,Both
